item_code,item_name,category,unit_of_measure,current_price,supplier_name,brand,notes,is_active,needs_pricing_review,price_last_updated_at
PFD,Post Formed Desk,"",lm,191.0,Aspect Joinery Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
9032MER,90 X 32 SQ Dressed Merbau BAL,"",lm,22.0091,TIMBER FRAME,"","",true,false,2025-11-04 01:40:10 UTC
4219MER,42 X 19 SQ Dressed Merbau (only come in 4.8lm) BAL,"",lm,2.7545,TIMBER FRAME,"","",true,false,2025-11-04 01:40:10 UTC
20MPA20100T,N20 Mpa 20/100 Toowoomba,"",M3,161.0,ReadyMix Concrete (Was Excel Concrete Pty Ltd),"","",true,false,2025-11-04 01:40:10 UTC
SMAD104GO,Corinthian Madison Stained MAD104 2040 X 820 Glazed Obscure,"",Each,344.4,Pre Hung Doors (PHD),"","",true,false,2025-11-04 01:40:10 UTC
SMAD104GC,Corinthian Madison Stained MAD104 2040 X 820 Glazed Clear,"",Each,301.2,Pre Hung Doors (PHD),"","",true,false,2025-11-04 01:40:10 UTC
PTVP,Pay TV Point,"",Each,,,"","",true,true,
LNRLB,Letter or Numbers for Rendered Letterbox,"",Each,12.5,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
MICRO108,Mirror Micro Framed 1000 X 800,"",Each,236.0,Civic Shower Screens & Wardrobes,"","",true,false,2025-11-04 01:40:10 UTC
MICRO1016,Mirror Micro Framed 1000 X 1600,"",Each,368.0,Civic Shower Screens & Wardrobes,"","",true,false,2025-11-04 01:40:10 UTC
MICRO1017,Mirror Micro Framed 1000 X 1700,"",Each,388.0,Civic Shower Screens & Wardrobes,"","",true,false,2025-11-04 01:40:10 UTC
MICRO106,Mirror Micro Framed 1000 X 600,"",Each,216.0,Civic Shower Screens & Wardrobes,"","",true,false,2025-11-04 01:40:10 UTC
MICRO1015,Mirror Micro Framed 1000 X 1500,"",Each,304.0,Civic Shower Screens & Wardrobes,"","",true,false,2025-11-04 01:40:10 UTC
MICRO1018,Mirror Micro Framed 1000 X 1800,"",Each,388.0,Civic Shower Screens & Wardrobes,"","",true,false,2025-11-04 01:40:10 UTC
DLBROOM,"Broomed Concreter Labour Only (Prep, Steel and Pour)","",Sqm,21.0,DRIVEWAY,"","",true,false,2025-11-04 01:40:10 UTC
CRK,Westinghouse AR610RK Recirculation Kit to Suit WRC613S,"",each,39.0,APPLIANCES,"","",true,false,2025-11-04 01:40:10 UTC
SDHWPE,Photoelectric Smoke Detectors Hard Wired Supply of Unit As Well,"",Each,148.0,TL Electrical,"","",true,false,2025-11-04 01:40:10 UTC
FLC,Freelance drafting,"",Each,30.0,Fluid Building Approvals,"","",true,false,2025-11-04 01:40:10 UTC
BAP,Buy as-constructed plans,"",Each,50.0,Fluid Building Approvals,"","",true,false,2025-11-04 01:40:10 UTC
SOEE,SOEE & waste management plan,"",Each,400.0,Fluid Building Approvals,"","",true,false,2025-11-04 01:40:10 UTC
CARPLT,Carpenter to Lift Trusses,"",Each,300.0,Tekna Carpentry,"","",true,false,2025-11-04 01:40:10 UTC
3131MER,31 X 31 SQ Dressed Merbau BAL,"",lm,14.8545,TIMBER FRAME,"","",true,false,2025-11-04 01:40:10 UTC
4242MER,42 X 42 SQ Dressed Merbau Laminated (only come in 5.4lm) BAL,"",lm,6.8091,TIMBER FRAME,"","",true,false,2025-11-04 01:40:10 UTC
CSUGA,Cost Sheen Upgrade Kitchen/Laundry and Vanities,"",Each,80.0,Aspect Joinery Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
WIF,Water supply infrastructure charges,"",Each,8000.0,Fluid Building Approvals,"","",true,false,2025-11-04 01:40:10 UTC
4820140,Bathroom Acc Cosmo++ 900mm DBL TWL Rail 306133C,"",Each,51.1273,Harvey Norman Commercial QLD,"","",true,false,2025-11-04 01:40:10 UTC
B20RB,20L/min including Recess Box for Eternity Plus (M Series),"",Each,110.0,Chromagen Australia Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
B26RB,26L/min including Recess Box With Lid,"",Each,110.0,Chromagen Australia Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
EOLS2S,Extra Over Load Scaffold 2 Storey,"",Each,300.0,BRICKLAYER,"","",true,false,2025-11-04 01:40:10 UTC
SDFGRHT820S,Entry Door Frame Single with 1 Fixed Glazed Trans Panel 140 X 31 To Suit 820 X 2040 Door RH 1210mm With Sill - Stain Grade,"",each,432.9091,Pre Hung Doors (PHD),"","",true,false,2025-11-04 01:40:10 UTC
SDFGLHT820S,Entry Door Frame Single with 1 Fixed Glazed Trans Panel 140 X 31 To Suit 820 X 2040 Door LH 1210mm With Sill - Stain Grade,"",each,432.9091,Pre Hung Doors (PHD),"","",true,false,2025-11-04 01:40:10 UTC
CCR,N25 Mpa 25/80 ( coloured concrete  9kg/m3),"",M3,200.0,ReadyMix Concrete (Was Excel Concrete Pty Ltd),"","",true,false,2025-11-04 01:40:10 UTC
AXONEXTCOR,Axon/Easylap Aluminium External Corner 3.0m 9mm,"",Each,53.79,Bunnings,"","",true,false,2025-11-04 01:40:10 UTC
AXONINTCOR,Axon/Easylap Aluminium Internal Corner 3.0m 9mm,"",Each,48.67,Bunnings,"","",true,false,2025-11-04 01:40:10 UTC
AXONHFLASHING,Axon/Easylap Alluminium H Flashing 9mm x3.0m,"",Each,16.0273,Bunnings,"","",true,false,2025-11-04 01:40:10 UTC
BATTR3.5W,Supply and install R3.5 Wall Batts,"",Sqm,,,"","",true,true,
ELEVY,Environmental Levy,"",M3,2.5,ReadyMix Concrete (Was Excel Concrete Pty Ltd),"","",true,false,2025-11-04 01:40:10 UTC
CUNDER,Carpenter to install underlay,"",Sqm,7.0,Tekna Carpentry,"","",true,false,2025-11-04 01:40:10 UTC
3WPF,3 plain wire with posts 1.5 high,"",lm,20.0,FENCING,"","",true,false,2025-11-04 01:40:10 UTC
INITWAT,Initial water of turf,"",each,50.0,LANDSCAPING,"","",true,false,2025-11-04 01:40:10 UTC
3M3BDP,3m³ FEL Bin Delivery (including 5 months’ rental and removal of empty bin),"",Each,320.0,Tekna Site,"","",true,false,2025-11-04 01:40:10 UTC
WCFW16,Fresh water flush chemical toilet ( 16weeks),"",Each,760.0,Dinkum Dunnies,"","",true,false,2025-11-04 01:40:10 UTC
ROLLERQ,Roller Blinds as per quote,"",Each,1.0,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
WINCOVQ,Window Coverings as per quote,"",Each,1.0,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
PFL,Plumber Final Inspection,"",Each,0.0091,PLUMBER,"","",true,false,2025-11-04 01:40:10 UTC
ICL,Install Clothesline,"",Each,70.0,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
ILB,Install Letterbox,"",Each,40.0,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BULKC,Bulk Concrete,"",Each,200.0,CONCRETOR,"","",true,false,2025-11-04 01:40:10 UTC
UG92,Upgrade from 82 to 92 mesh,"",Each,3.0273,CONCRETOR,"","",true,false,2025-11-04 01:40:10 UTC
BATTR6.0C,Supply and Install R6.0 Ceiling Batts,"",Sqm,,,"","",true,true,
SPM,Additional cost for Stringing,"",Sqm,1.4,Austral Insulation,"","",true,false,2025-11-04 01:40:10 UTC
FGNM,Rail and Paling 1950mm High (1800mm Palings Plus 150mm Plinth) Timber Paling Fence with Timber Capping,"",lm,70.0,FENCING,"","",true,false,2025-11-04 01:40:10 UTC
2250SM,2 light Sensor Spot Light - Black,"",each,,,"","",true,true,
AFJ75,Ableflex Articulation Joint 75mmx10mm - 25l/m,"",Each,20.0,Bunnings,"","",true,false,2025-11-04 01:40:10 UTC
WARDROBEQUOTEM,Wardrobe Sliders and Shelving as per Quote,"",Each,1.0,Civic Shower Screens & Wardrobes,"","",true,false,2025-11-04 01:40:10 UTC
IOWL,Install Outside Wall Light,"",Each,,,"","",true,true,
IFBL,Install 600mm Florescent Batton Light,"",Each,,,"","",true,true,
ADPSD,Addittional Double Pole Switch Duplex,"",Each,,,"","",true,true,
ESM2,20mm Engineered Stone m2 bench top,"",Sqm,475.0,La Rocca QLD Marble and Granite Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
DWRS,Door&Window Seal Raven 1.6-3.8mm 5m white RP59W,"",Each,5.3818,Pre Hung Doors (PHD),"","",true,false,2025-11-04 01:40:10 UTC
EDLSTIMULATE,Everyday Life - Stimulate,"",/1000,1042.0,Austral - Rochedale,"","",true,false,2025-11-04 01:40:10 UTC
TDSE,Toowoomba Delivery $30 / Sevice $15 Extra,"",Each,45.0,WINDOWS,"","",true,false,2025-11-04 01:40:10 UTC
BHBDSE,"Bundaberg ,Harvey Bay Delivery $150 / Sevice $75 Extra","",Each,225.0,WINDOWS,"","",true,false,2025-11-04 01:40:10 UTC
AGCNDFEE,Cost Per Thousand for Gold Coast North,"",/1000,17.5,Austral - Rochedale,"","",true,false,2025-11-04 01:40:10 UTC
AGCSDFEE,Cost Per Thousand for Gold Coast South,"",/1000,46.8,Austral - Rochedale,"","",true,false,2025-11-04 01:40:10 UTC
ANIGDFEE,Cost Per Thousand for Ipswich to Gatton,"",/1000,41.0,Austral - Rochedale,"","",true,false,2025-11-04 01:40:10 UTC
ATWWDFEE,Cost Per Thousand for Toowoomba Warwick Withcott,"",/1000,70.2,Austral - Rochedale,"","",true,false,2025-11-04 01:40:10 UTC
ASSCDFEE,Cost Per Thousand for Sunshine Coast,"",/1000,52.7,Austral - Rochedale,"","",true,false,2025-11-04 01:40:10 UTC
ESM240,40mm Engineered Stone m2 bench top,"",Sqm,625.0,La Rocca QLD Marble and Granite Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
DFTB,Delivery Fee Tiles Brisbane,"",Each,90.0,NATIONAL TILES CO PTY LTD,"","",true,false,2025-11-04 01:40:10 UTC
ASID,Angle supplied and installed for decks,"",lm,25.0,Wayke Waterproofing. Ware,"","",true,false,2025-11-04 01:40:10 UTC
ADTTS,Addittional Trip to site,"",Each,38.0,Wayke Waterproofing. Ware,"","",true,false,2025-11-04 01:40:10 UTC
MOH,Microwave included in overhead,"",Each,97.0,Aspect Joinery Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
CCUP,Cost Createc/Ultraglaze Upgrade Kitchen,"",lm,177.0,Aspect Joinery Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
85100C,Barchair & Base 85100C NS (Bag 100),"",Pkt,16.0,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
SOG105110,Barchair 105/110 PVC (Bag 100),"",Pkt,27.0909,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
SOG115120,Barchair 115/120 PVC (Bag 100),"",Pkt,28.7545,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
SOG135140,Barchair 135/140 PVC (Bag 100),"",Pkt,32.9182,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
SOG145150,Barchair 145/150 PVC (Bag 100),"",Pkt,32.9182,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
SOG125130,Barchair 125/130 PVC (Bag 100),"",Pkt,31.2545,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
DM2,Cage Footing 200Hx300W DM2,"",Each,48.0364,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
DM3,Cage Footing 300Hx300W DM3,"",Each,55.3818,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
DM4,Cage Footing 400Hx300W DM4,"",Each,140.3364,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
R6 LIG 350 X 350,01 A W6F 1600MM Each,"",Each,0.4727,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
R6 LIG 350 X 450,01 B W6F 1800MM Each,"",Each,0.5273,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
R10 LIG 350 X 350,01 C R10F 1600MM Each,"",Each,1.3182,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
R10 LIG 350 X 450,01 D R10F 1800MM Each,"",Each,1.4818,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
EJA1075,Joint Exp Sticky 75 X 10 X 25m,"",Roll,17.0091,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
EJA10100,Joint Exp Sticky 100 X 10 X 25m,"",Roll,18.0364,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
EJA10150,Joint Exp Sticky 150 X 10 X 25m,"",Roll,34.5273,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
EJA10200,Joint Exp Sticky 200 X 10 X 25m,"",Roll,45.3364,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
EJA10250,Joint Exp Sticky 250 X 10 X 25m,"",Roll,44.8182,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
DFR12300G,Dowel R12 X 300 R Bar Galv,"",Each,1.0,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
DFR12450G,Dowel R12 X 450 R Bar Galv,"",Each,1.3364,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
DFR12600G,Dowel R12 X 600 R Bar Galv,"",Each,2.0,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
DFR16450G,Dowel R16 X 450 R Bar Galv,"",Each,2.6182,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
DFR16600G,Dowel R16 X 600 R Bar Galv,"",Each,3.4091,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
DFR20450G,Dowel R20 X 450 R Bar Galv,"",Each,3.6727,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
DFR20600G,Dowel R20 X 600 R Bar Galv,"",Each,5.0091,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
EC20,Cap Expansion 20mm (Bag 100),"",bags,32.1364,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
D10A,10mm tile deck trim supply and install 21.65 material 12 labour,"",lm,33.6545,Wayke Waterproofing. Ware,"","",true,false,2025-11-04 01:40:10 UTC
D12A,12mm tile deck trim supply and install 21.65 material 12 labour,"",lm,33.6545,Wayke Waterproofing. Ware,"","",true,false,2025-11-04 01:40:10 UTC
DAO3,Deck angle of 3 metre,"",Each,4.0,Wayke Waterproofing. Ware,"","",true,false,2025-11-04 01:40:10 UTC
DAICEC,Deck angle internal / external angle,"",Each,14.0,Wayke Waterproofing. Ware,"","",true,false,2025-11-04 01:40:10 UTC
V263W,Exhaust Fan 3 in 1 Heat Fan Light White,"",each,,,"","",true,true,
MICRO1020,Mirror Micro Framed 1000 X 2000,"",Each,516.0,Civic Shower Screens & Wardrobes,"","",true,false,2025-11-04 01:40:10 UTC
DPPUSB,Wiring of Double Power Point with USB,"",Each,,,"","",true,true,
71X3010,Everhard 30L Mini Laundry Tub & Cabinet 395 X 570 X 870mm,"",each,188.45,Harvey Norman Commercial QLD,"","",true,false,2025-11-04 01:40:10 UTC
EVS,Extra Visit to Site,"",Each,50.0,Wayke Waterproofing. Ware,"","",true,false,2025-11-04 01:40:10 UTC
PHS,External Soffits/Beading,"",Sqm,3.0,MI Painting and Decorating Services Marko Lvanovic,"","",true,false,2025-11-04 01:40:10 UTC
100AF25,EI10100 100mm able flex 25lm,"",Roll,40.0,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
ATMAT9039111WH111TRI,8W LED DOWNLIGHT WITH DIMMABLE INTEGRAL DRIVER - 90O BEAM,"",each,,,"","",true,true,
PB1,Plug Base Socket 10A Single REPTSPB1,"",each,,,"","",true,true,
CARPWM2,Carpenter construct Partition wall m2,"",Sqm,15.0,Tekna Carpentry,"","",true,false,2025-11-04 01:40:10 UTC
CARPWM2ROOF,Carpenter construct Partition wall m2 roof,"",Sqm,25.0,Tekna Carpentry,"","",true,false,2025-11-04 01:40:10 UTC
CARPWC,Carpenter construct Partition wall corner l/m,"",lm,15.0,Tekna Carpentry,"","",true,false,2025-11-04 01:40:10 UTC
CARPWM2FF,Carpenter construct Partition wall m2 First/Second Floor,"",Sqm,18.0,Tekna Carpentry,"","",true,false,2025-11-04 01:40:10 UTC
CARPF,Carpenter construct Portal frame (2 posts and beam),"",Each,250.0,Tekna Carpentry,"","",true,false,2025-11-04 01:40:10 UTC
CARWB1,Carpenter construct Windbrace ( per post),"",Each,75.0,Tekna Carpentry,"","",true,false,2025-11-04 01:40:10 UTC
CARPRPSOFFIT,Carpenter Raised Portico Soffit,"",Each,200.0,Tekna Carpentry,"","",true,false,2025-11-04 01:40:10 UTC
CSLLSRTH,Carpenter Soffit And beading lm town houses ground floor,"",lm,24.0,Tekna Carpentry,"","",true,false,2025-11-04 01:40:10 UTC
QHOPB,Quote for Hang-on Platform - Braceback,"",Each,1.0,SCAFFOLD,"","",true,false,2025-11-04 01:40:10 UTC
QBG,Quote for Balcony Scaffold,"",Each,1.0,SCAFFOLD,"","",true,false,2025-11-04 01:40:10 UTC
QRFH,Quote for Rafter Fallguard Highset Homes,"",Each,1.0,SCAFFOLD,"","",true,false,2025-11-04 01:40:10 UTC
QRF2,Quote for Rafter Fallguard - 2 State Attachment,"",Each,1.0,SCAFFOLD,"","",true,false,2025-11-04 01:40:10 UTC
QPF,Quote for Perimeter Fallguard,"",Each,1.0,SCAFFOLD,"","",true,false,2025-11-04 01:40:10 UTC
QAL,Quote for Aluminium Scaffold,"",Each,1.0,SCAFFOLD,"","",true,false,2025-11-04 01:40:10 UTC
R16TMZCAGE500,500 X 200 X 3 x N16/6 Top and Bottom,"",Each,148.9182,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
R16TMZCAGE400,400 X 200 X 3 x N16/6 Top and Bottom,"",Each,83.2545,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
WPCTFB,Waterproof Over Timber Floor - Balcony,"",Sqm,30.0,Wayke Waterproofing. Ware,"","",true,false,2025-11-04 01:40:10 UTC
F14H4,200 X 200 F14 H4 CCA Treated Pack,"",lm,103.8,TIMBER FRAME,"","",true,false,2025-11-04 01:40:10 UTC
F14H4T,200 X 200 F14 CCA Treated Appearance Grade,"",lm,121.9,TIMBER FRAME,"","",true,false,2025-11-04 01:40:10 UTC
LIG53,500 X 350 X 10 Ligature,"",Each,1.5,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
QBFG,Quote for Balcony Fallguard,"",Each,1.0,SCAFFOLD,"","",true,false,2025-11-04 01:40:10 UTC
QSDFG,Quote for Sliding Door Fallguard,"",Each,1.0,SCAFFOLD,"","",true,false,2025-11-04 01:40:10 UTC
QIFG,Quote for Internal Fallguard,"",Each,1.0,SCAFFOLD,"","",true,false,2025-11-04 01:40:10 UTC
DFIREIN,Re-inspection of Frame,"",Each,172.0,Fluid Building Approvals,"","",true,false,2025-11-04 01:40:10 UTC
FSWIREIN,Fire Separation Wall Re-Inspection,"",Each,144.5545,Fluid Building Approvals,"","",true,false,2025-11-04 01:40:10 UTC
TUP,Underground Conduit 20m (NBN/OPTIC),"",Each,,,"","",true,true,
QRFOR,Quote For Rafter Fallguard - On Roof,"",Each,1.0,SCAFFOLD,"","",true,false,2025-11-04 01:40:10 UTC
OH&STP,Test and Tag on swithcboard after power put in (by energx) before prewire,"",Each,,,"","",true,true,
SPOILR,Spoil Removal,"",Each,100.0,Tekna Site,"","",true,false,2025-11-04 01:40:10 UTC
DLC,"Coloured Concrete - (Supply, Prep, Steel, Pour)","",Sqm,500.0,DRIVEWAY,"","",true,false,2025-11-04 01:40:10 UTC
ACMD,"Additional Fee for Nathers Certificate ,Assessor Certifiacte and Assosiated Certificates","",Each,120.0,Austral Insulation,"","",true,false,2025-11-04 01:40:10 UTC
BPDW,Basix - Per Dwelling Certificate,"",Each,242.5,Austral Insulation,"","",true,false,2025-11-04 01:40:10 UTC
RKIT,Rebate kit,"",Each,13.9545,Pre Hung Doors (PHD),"","",true,false,2025-11-04 01:40:10 UTC
DELIVERYL,Delivery - Lintels,"",Each,50.0,Bunnings,"","",true,false,2025-11-04 01:40:10 UTC
CCFOOT,Footpath Cross Cuts. No bigger than 1 M2,"",lm,18.4,Logan Concrete Sawing and Drilling,"","",true,false,2025-11-04 01:40:10 UTC
PEXTREN,Painter to Paint Exteral Render - Fixed Price,"",each,0.0091,PAINTER,"","",true,false,2025-11-04 01:40:10 UTC
DPEJ,Downpipe Expansion Joint H1 H2 E or P only,"",Each,23.0,PLUMBER,"","",true,false,2025-11-04 01:40:10 UTC
TELEPOSTFLAT,Supergal Telescopic Post - standard @2000 50 X 50 X 4 - 40x40x2.5,"",Each,98.0,Finlaysons Timber & Hardware Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
TELEPOSTCNR,Supergal Telescopic Post - Corner @2000 50 X 50 X 4 - 40x40x2.5,"",Each,100.0,Finlaysons Timber & Hardware Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
SMDBAR20X6000,D Bar 20 X 6000mm D500N,"",Each,30.9091,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
SCB300,Site Scrap 0-300mm Based on 350m2 House Pad Equal Cut & Fill,"",Each,795.0,Tekna Site,"","",true,false,2025-11-04 01:40:10 UTC
SCB500,Site Cut 301-500mm Based on 350m2 House Pad Equal Cut & Fill,"",each,920.0,Tekna Site,"","",true,false,2025-11-04 01:40:10 UTC
SCB750,Site Cut 501-750mm Based on 350m2 House Pad Equal Cut & Fill,"",each,980.0,Tekna Site,"","",true,false,2025-11-04 01:40:10 UTC
SCB1000,Site Cut 750-1000mm Based on 350m2 House Pad Equal Cut & Fill,"",each,1060.0,Tekna Site,"","",true,false,2025-11-04 01:40:10 UTC
SCB1500,Site Cut 1m up to 1.5m Based on 350m2 House Pad Equal Cut & Fill,"",each,1180.0,Tekna Site,"","",true,false,2025-11-04 01:40:10 UTC
SCB2000,Site Cut up to 2.0m Based on 350m2 House Pad Equal Cut & Fill,"",each,1410.0,Tekna Site,"","",true,false,2025-11-04 01:40:10 UTC
SCB3000,Site Cut up to 3.0m Based on 350m2 House Pad Equal Cut & Fill,"",each,1890.0,Tekna Site,"","",true,false,2025-11-04 01:40:10 UTC
SCB4000,Site Cut up to 4.0m Based on 350m2 House Pad Equal Cut & Fill,"",each,2295.0,Tekna Site,"","",true,false,2025-11-04 01:40:10 UTC
SCGC300,Site Scrap 0-300mm based on 350m2 House Pad Equal Cut & Fill Gold Coast,"",Each,695.0,Tekna Site,"","",true,false,2025-11-04 01:40:10 UTC
SCGC500,Site Cut 301-500mm Based on 350m2 House Pad Equal Cut & Fill Gold Coast,"",each,820.0,Tekna Site,"","",true,false,2025-11-04 01:40:10 UTC
SCGC750,Site Cut 501-750mm Based on 350m2 House Pad Equal Cut & Fill Gold Coast,"",each,880.0,Tekna Site,"","",true,false,2025-11-04 01:40:10 UTC
SCGC1000,Site Cut 750-1000mm Based on 350m2 House Pad Equal Cut & Fill Gold Coast,"",each,970.0,Tekna Site,"","",true,false,2025-11-04 01:40:10 UTC
SCGC1500,Site Cut 1m up to 1.5m Based on 350m2 House Pad Equal Cut & Fill Gold Coast,"",each,1070.0,Tekna Site,"","",true,false,2025-11-04 01:40:10 UTC
SCGC2000,Site Cut up to 2.0m Based on 350m2 House Pad Equal Cut & Fill Gold Coast,"",each,1300.0,Tekna Site,"","",true,false,2025-11-04 01:40:10 UTC
SCGC3000,Site Cut up to 3.0m Based on 350m2 House Pad Equal Cut & Fill Gold Coast,"",each,1780.0,Tekna Site,"","",true,false,2025-11-04 01:40:10 UTC
SCGC4000,Site Cut up to 4.0m Based on 350m2 House Pad Equal Cut & Fill Gold Coast,"",each,2180.0,Tekna Site,"","",true,false,2025-11-04 01:40:10 UTC
MANDRELT,Phone leadin Mandrel Test,"",Each,,,"","",true,true,
B20RBCOVER,20L/min Powder coated Cover for Recess Box for Eternity Plus (M Series),"",Each,110.0,Chromagen Australia Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
BATTR3.0W,Supply and Install R3.0 Wall Batts,"",Sqm,,,"","",true,true,
BATTR2.0W,Supply and Install Wall Batts R2.0 - 90mm,"",Sqm,7.2,Austral Insulation,"","",true,false,2025-11-04 01:40:10 UTC
TOWELR,Towel Ring,"",Each,17.3273,Harvey Norman Commercial QLD,"","",true,false,2025-11-04 01:40:10 UTC
BAL125EE16040MB,"BAL 12.5 E Enviro 2100 X 1210 160x40 Merbau, SS Butt Hinges, Glazed Translucent, No Mids, Silicon Seals","",each,483.0,Pre Hung Doors (PHD),"","",true,false,2025-11-04 01:40:10 UTC
BAL125BE16040FJ,"BAL 12.5 B Enviro 2100 X 1712 160x40 Merbau, SS Butt Hinges & Aluminium T/Stop, Silicon Seals","",each,397.0,Pre Hung Doors (PHD),"","",true,false,2025-11-04 01:40:10 UTC
BAL125PIA2150,"BAL 12.5 Pivot A 2150 X 1268 160x30 Merbau, Transom Closer & Silicon Seals","",each,820.0,Pre Hung Doors (PHD),"","",true,false,2025-11-04 01:40:10 UTC
BAL192940AE16040FJ,"BAL 19/29/40 A Enviro 2100 X 887 160x40 Merbau, SS Butt Hinges, Silicon Seals","",each,262.0,Pre Hung Doors (PHD),"","",true,false,2025-11-04 01:40:10 UTC
BAL192940C1E16040FJ,"BAL 19/29/40 C1 Enviro 2100 X 1317 160x40 Merbau, SS Butt Hinges, Silicon Seals","",each,398.0,Pre Hung Doors (PHD),"","",true,false,2025-11-04 01:40:10 UTC
BAL192940PBUSHG,BAL 19/29/40 PBUSHG 104 - 2040 X 820 X 42 Glazed Acid Etched,"",each,532.8,Pre Hung Doors (PHD),"","",true,false,2025-11-04 01:40:10 UTC
BAL192940PBUSHPSL,BAL 19/29/40 PBUSHPSL 104 - 2040 X 400 X 42 Glazed Acid Etched,"",each,436.8,Pre Hung Doors (PHD),"","",true,false,2025-11-04 01:40:10 UTC
BAL192940BE16040MB,"BAL 19/29/40 B Enviro 2100 X 1712 160x40 Merbau, SS Butt Hinges & Aluminium T/Stop, Silicon Seals","",each,397.0,Pre Hung Doors (PHD),"","",true,false,2025-11-04 01:40:10 UTC
DROPBOLT,Drop Bolt SC - Pair,"",Each,70.0,Pre Hung Doors (PHD),"","",true,false,2025-11-04 01:40:10 UTC
RW32A14030FJR,"RW32 A Frame 2103 X 867 140x30 FJ, Chrome Hinges with Acoustic Seals RH","",each,349.0,Pre Hung Doors (PHD),"","",true,false,2025-11-04 01:40:10 UTC
RW32E14030FJR,"RW32 E Frame 2103 X 1210 140x30 FJ, Chrome Hinges Glazed 6.38mm Translucent with Acoustic Seals RH","",each,504.0,Pre Hung Doors (PHD),"","",true,false,2025-11-04 01:40:10 UTC
RW32E14030FJCLEARR,"RW32 E Frame 2103 X 1210 140x30 FJ, Chrome Hinges Glazed 6.38mm Clear with Acoustic Seals RH","",each,465.0,Pre Hung Doors (PHD),"","",true,false,2025-11-04 01:40:10 UTC
RW32B14030FJR,"RW32 B Frame 2103 X 1692 140x30 FJ, Chrome Hinges, Aluminium T/Stop with Double Acoustic Seals RH","",each,537.0,Pre Hung Doors (PHD),"","",true,false,2025-11-04 01:40:10 UTC
RW33A14030FJR,"RW33 A Frame 2103 X 867 140x30 FJ, Chrome Hinges with Acoustic Seals RH","",each,309.0,Pre Hung Doors (PHD),"","",true,false,2025-11-04 01:40:10 UTC
