item_code,item_name,category,unit_of_measure,current_price,supplier_name,brand,notes,is_active,needs_pricing_review,price_last_updated_at
BS211400,2100 X 1400 Barrier Screen,"",each,151.0727,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BS211500,2100 X 1500 Barrier Screen,"",each,147.2364,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
SSD21850,Barrier Screen Sliding Door 2100 X 850,"",each,304.4818,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
SSD21900,Barrier Screen Sliding Door 2100 X 900,"",each,208.6182,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
SSD24900,Barrier Screen Sliding Door 2400 X 900,"",each,217.1182,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
SSD211200,Barrier Screen Sliding Door 2100 X 1200,"",each,316.5909,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
SSD241200,Barrier Screen Sliding Door 2400 X 1200,"",each,329.32,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
SSD211500,Barrier Screen Sliding Door 2100 X 1500,"",each,355.26,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
SHD21820,Barrier Screen Hinged Door 2100 X 820,"",each,249.1182,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
SHG241060,Barrier Screen Hinged Door 2400 X 1060,"",each,214.5364,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
SHD24820,Barrier Screen Hinged Door 2400 X 820,"",each,209.8182,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
SHD211060,Barrier Screen Hinged Door 2100 X 1060,"",each,256.0364,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
SSD241500,Barrier Screen Sliding Door 2400 X 1500,"",each,251.6727,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
FSD21750,Fly Screen Sliding Door 2100 X 750,"",Each,107.4909,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
FSD21900,Fly Screen Sliding Door 2100 X 900,"",Each,108.3545,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
FSD24900,Fly Screen Sliding Door 2400 X 900,"",Each,192.0364,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
FSD211200,Fly Screen Sliding Door 2100 X 1200,"",Each,113.3182,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
FSD241200,Fly Screen Sliding Door 2400 X 1200,"",Each,117.3364,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
FSD211500,Fly Screen Sliding Door 2100 X 1500,"",Each,224.91,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
FSD241500,Fly Screen Sliding Door 2400 X 1500,"",Each,106.6273,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
FHD21820,Fly Screen Hinged Door 2100 X 820,"",Each,149.1727,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
FHD24820,Fly Screen Hinged Door 2400 X 820,"",Each,153.6909,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
FHD211060,Fly Screen Hinged Door 2100 X 1060,"",Each,133.2909,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
FHD241060,Fly Screen Hinged Door 2400 X 1060,"",Each,137.3182,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
VB1500,2126 X 1500 Vertical Blind Sliding Door,"",Each,113.6,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
VB1650,2126 X 1650 Vertical Blind Sliding Door,"",Each,115.8818,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
VB1800,2126 X 1800 Vertical Blind Sliding Door,"",Each,145.4636,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
VB2100,2126 X 2100 Vertical Blind Sliding Door,"",Each,159.3364,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
VB2250,2126 X 2250 Vertical Blind Sliding Door,"",Each,153.0273,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
VB2400,2126 X 2400 Vertical Blind Sliding Door,"",Each,177.3273,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
VB2550,2126 X 2550 Vertical Blind Sliding Door,"",Each,173.8182,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
VB2700,2126 X 2700 Vertical Blind Sliding Door,"",Each,200.2,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
VB2850,2126 X 2850 Vertical Blind Sliding Door,"",Each,209.2,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
VB3000,2126 X 3000 Vertical Blind Sliding Door,"",Each,198.3636,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
VB3150,2126 X 3150 Vertical Blind Sliding Door,"",Each,206.5364,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
VB3300,2126 X 3300 Vertical Blind Sliding Door,"",Each,236.1909,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
VB3450,2126 X 3450 Vertical Blind Sliding Door,"",Each,222.9,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
VB3600,2126 X 3600 Vertical Blind Sliding Door,"",Each,254.1909,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
VB3750,2126 X 3750 Vertical Blind Sliding Door,"",Each,239.2636,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
VB3900,2126 X 3900 Vertical Blind Sliding Door,"",Each,247.4364,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
VB4050,2126 X 4050 Vertical Blind Sliding Door,"",Each,290.1818,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
VB4350,2126 X 4350 Vertical Blind Sliding Door,"",Each,299.1818,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
VB4500,2126 X 4500 Vertical Blind Sliding Door,"",Each,274.7818,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
TRANSTW50,Scafford Transprort Beenleigh - Tweed Heads < 50 L/m,"",Each,1600.0,SCAFFOLD,"","",true,false,2025-11-04 01:40:10 UTC
TRANSTW100,Scafford Transprort Beenleigh - Tweed Heads > 50 L/m < 100 L/m,"",Each,2000.0,SCAFFOLD,"","",true,false,2025-11-04 01:40:10 UTC
TRANSEUM50,Scafford Transprort Caboulture - Eumundi < 50 L/m,"",Each,1600.0,SCAFFOLD,"","",true,false,2025-11-04 01:40:10 UTC
TRANSEUM100,Scaffold Transport Caboulture - Eumundi > 510 L/m < 100 L/m,"",Each,2000.0,SCAFFOLD,"","",true,false,2025-11-04 01:40:10 UTC
PSEARCH,Property Information Search,"",Each,49.9,Fluid Building Approvals,"","",true,false,2025-11-04 01:40:10 UTC
STROMDI,Stormwater Discharge Information,"",Each,146.8,Fluid Building Approvals,"","",true,false,2025-11-04 01:40:10 UTC
PLANCEX,Planning Certificate Express,"",Each,311.0,Fluid Building Approvals,"","",true,false,2025-11-04 01:40:10 UTC
SEWERP,Sewers and Drains Plan,"",Each,32.3636,Fluid Building Approvals,"","",true,false,2025-11-04 01:40:10 UTC
INFOPC,Information for Planning Control,"",Each,65.0,Fluid Building Approvals,"","",true,false,2025-11-04 01:40:10 UTC
FOLD3.2,3.2 Fold Away Rotary,"",Each,280.0,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
FOLD4.2,4.2 Fold Away Rotary,"",Each,300.0,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
FOLD5.2,5.2 Fold Away Rotary,"",Each,320.0,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
URBAN,Urban Metal Letterbox ( Key Locked ) 50mm black Numbers,"",Each,184.0,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
CILEVY,Community Infrastructure Levy,"",Each,1225.0,Fluid Building Approvals,"","",true,false,2025-11-04 01:40:10 UTC
PLUMA12,Plumbing Approval Dwelling - 12 Fixtures,"",Each,1479.0,Fluid Building Approvals,"","",true,false,2025-11-04 01:40:10 UTC
HANDRAIL,Handrail for Stairs as Per Quote,"",Each,1.0,STAIRS,"","",true,false,2025-11-04 01:40:10 UTC
HFLASHING,Head Flashing,"",Each,0.0091,WINDOWS,"","",true,false,2025-11-04 01:40:10 UTC
PFENCE,Paint Fence,"",lm,15.0,PAINTER,"","",true,false,2025-11-04 01:40:10 UTC
S94,S94 Charges,"",Each,0.0091,Fluid Building Approvals,"","",true,false,2025-11-04 01:40:10 UTC
TREERAPP,Tree Removal Applicatioin,"",Each,0.0091,Fluid Building Approvals,"","",true,false,2025-11-04 01:40:10 UTC
WPWETAR,"Waterproofing to Wet Areas (3 Bathrooms, 2 Laundries and Toilet)","",Each,754.5364,Wayke Waterproofing. Ware,"","",true,false,2025-11-04 01:40:10 UTC
Z525,Z Bar 500 X 290 X 200mm D500N,"",Each,4.3818,Ausreo Pty Ltd,"","",true,false,2025-11-04 01:40:10 UTC
PVTGA2040MLH,Single Entry MERBAU Door Frame Pivot LH 160 X 31mm to Suit 2040 X 1200 mm Wide Door - includes self closer,"",each,842.0,Pre Hung Doors (PHD),"","",true,false,2025-11-04 01:40:10 UTC
PVTGA2040MRH,Single Entry MERBAU Door Frame Pivot RH 160 X 31mm to Suit 2040 X 1200 mm Wide Door - includes self closer,"",each,842.0,Pre Hung Doors (PHD),"","",true,false,2025-11-04 01:40:10 UTC
DAIKIN12FO,Supply and Install 12KW Daikin Ducted A/C up to 250sqm 7 Zones with MyZone 3 Touch Screen Control and Temperature Sensors,"",Each,3726.91,Star Airconditioning,"","",true,false,2025-11-04 01:40:10 UTC
DAIKIN14FO,Supply and Install 14KW Daikin Ducted A/C up to 300sqm 8 Zones with MyZone 3 Touch Screen Control and Temperature Sensors,"",Each,3891.64,Star Airconditioning,"","",true,false,2025-11-04 01:40:10 UTC
DAIKIN16FO,Supply and Install 16KW Daikin Ducted A/C up to 350sqm 8 Zones with MyZone 3 Touch Screen Control and Temperature Sensors,"",Each,4262.91,Star Airconditioning,"","",true,false,2025-11-04 01:40:10 UTC
DAIKIN7.1,Supply and Install 7.1KW Daikin Ducted A/C - Townhouses,"",each,6250.0,Star Airconditioning,"","",true,false,2025-11-04 01:40:10 UTC
RB6610,600 X 610 Roller Blind,"",each,49.7364,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB6760,600 X 760 Roller Blind,"",each,49.0091,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB6910,600 X 910 Roller Blind,"",each,59.4727,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB61060,600 X 1060 Roller Blind,"",each,57.8636,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB61210,600 X 1210 Roller Blind,"",each,69.2,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB61360,600 X 1360 Roller Blind,"",each,67.9636,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB61510,600 X 1510 Roller Blind,"",each,99.6364,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB61660,600 X 1660 Roller Blind,"",each,75.5364,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB61810,600 X 1810 Roller Blind,"",each,88.6636,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB61960,600 X 1960 Roller Blind,"",each,84.3909,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB62110,600 X 2110 Roller Blind,"",each,102.5545,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB62260,600 X 2260 Roller Blind,"",each,100.8091,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB62410,600 X 2410 Roller Blind,"",each,115.0636,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB62560,600 X 2560 Roller Blind,"",each,108.4,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB62710,600 X 2710 Roller Blind,"",each,123.4091,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB62860,600 X 2860 Roller Blind,"",each,115.9818,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB10610,1000 X 610 Roller Blind,"",each,68.6273,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB10760,1000 X 760 Roller Blind,"",each,75.1636,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB10910,1000 X 910 Roller Blind,"",each,80.0727,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB101060,1000 X 1060 Roller Blind,"",each,86.6,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB101210,1000 X 1210 Roller Blind,"",each,79.2182,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB101360,1000 X 1360 Roller Blind,"",each,99.6727,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB101510,1000 X 1510 Roller Blind,"",each,106.2091,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB101660,1000 X 1660 Roller Blind,"",each,112.7545,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB101810,1000 X 1810 Roller Blind,"",each,119.2818,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB101960,1000 X 1960 Roller Blind,"",each,124.1818,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB102110,1000 X 2110 Roller Blind,"",each,135.6182,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB102260,1000 X 2260 Roller Blind,"",each,142.1636,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB102410,1000 X 2410 Roller Blind,"",each,147.0636,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB102560,1000 X 2560 Roller Blind,"",each,151.9636,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB102710,1000 X 2710 Roller Blind,"",each,156.8636,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
RB102860,1000 X 2860 Roller Blind,"",each,161.7727,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
HAG9920,Hume Accent HAG9 2040 X 920 X 35,"",each,59.1273,Pre Hung Doors (PHD),"","",true,false,2025-11-04 01:40:10 UTC
BAL19887MERBAU,"BAL 19 A Enviro 2100 X 886 140x40 Merbau, SS Butt Hinges, Silicon Seals","",each,275.0,Pre Hung Doors (PHD),"","",true,false,2025-11-04 01:40:10 UTC
EVOSTR10000L,EVO MK3 Tank Package 10000L Standard Round 2700W x 1860H,"",each,,,"","",true,true,
FGSD21850,Barrier Screen Fireguard Sliding Door 2100 X 850,"",each,290.9727,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
FGSD21900,Barrier Screen Fireguard Sliding Door 2100 X 900,"",each,298.2909,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
FGSD24900,Barrier Screen Fireguard Sliding Door 2400 X 900,"",each,221.1364,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
FGSD211200,Barrier Screen Fireguard Sliding Door 2100 X 1200,"",each,334.8909,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
FGSD241200,Barrier Screen Fireguard Sliding Door 2400 X 1200,"",each,256.6818,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
FGSD211500,Barrier Screen Fireguard Sliding Door 2100 X 1500,"",each,265.9909,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
FGSD241500,Barrier Screen Fireguard Sliding Door 2400 X 1500,"",each,276.8364,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
FGHD21820,Barrier Screen Fireguard Hinged Door 2100 X 820,"",each,263.5182,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
FGHD24820,Barrier Screen Fireguard Hinged Door 2400 X 820,"",each,213.7091,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
FGHD211060,Barrier Screen Fireguard Hinged Door 2100 X 1060,"",each,228.4364,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
FGHD241060,Barrier Screen Fireguard Hinged Door 2400 X 1060,"",each,235.9909,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF4300,400 X 300 Barrier Screen Fireguard,"",each,33.0,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF4400,400 X 400 Barrier Screen Fireguard,"",each,35.0455,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF4500,400 X 500 Barrier Screen Fireguard,"",each,40.1182,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF4600,400 X 600 Barrier Screen Fireguard,"",each,39.0727,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF4700,400 X 700 Barrier Screen Fireguard,"",each,41.0818,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF4800,400 X 800 Barrier Screen Fireguard,"",each,43.1,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF4900,400 X 900 Barrier Screen Fireguard,"",each,45.1091,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF41000,400 X 1000 Barrier Screen Fireguard,"",each,47.1182,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF41100,400 X 1100 Barrier Screen Fireguard,"",each,49.1273,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF41200,400 X 1200 Barrier Screen Fireguard,"",each,51.1364,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF41300,400 X 1300 Barrier Screen Fireguard,"",each,53.1545,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF41400,400 X 1400 Barrier Screen Fireguard,"",each,55.1727,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF41500,400 X 1500 Barrier Screen Fireguard,"",each,57.1818,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF5300,500 X 300 Barrier Screen Fireguard,"",each,34.6727,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF5400,500 X 400 Barrier Screen Fireguard,"",each,37.3364,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF5500,500 X 500 Barrier Screen Fireguard,"",each,39.6818,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF5600,500 X 600 Barrier Screen Fireguard,"",each,42.0091,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF5700,500 X 700 Barrier Screen Fireguard,"",each,44.3545,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF5800,500 X 800 Barrier Screen Fireguard,"",each,46.6909,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF5900,500 X 900 Barrier Screen Fireguard,"",each,49.0182,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF51100,500 X 1100 Barrier Screen Fireguard,"",each,53.6909,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF51200,500 X 1200 Barrier Screen Fireguard,"",each,56.0273,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF51300,500 X 1300 Barrier Screen Fireguard,"",each,58.3727,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF51400,500 X 1400 Barrier Screen Fireguard,"",each,60.7,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF51500,500 X 1500 Barrier Screen Fireguard,"",each,63.0364,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF51000,500 X 1000 Barrier Screen Fireguard,"",each,51.3636,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF6300,600 X 300 Barrier Screen Fireguard,"",each,40.2636,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF6400,600 X 400 Barrier Screen Fireguard,"",each,39.3818,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF6500,600 X 500 Barrier Screen Fireguard,"",each,45.5182,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF6600,600 X 600 Barrier Screen Fireguard,"",each,53.0727,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF6700,600 X 700 Barrier Screen Fireguard,"",each,47.3909,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF6800,600 X 800 Barrier Screen Fireguard,"",each,54.1909,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF6900,600 X 900 Barrier Screen Fireguard,"",each,57.0818,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF61000,600 X 1000 Barrier Screen Fireguard,"",each,55.4,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF61100,600 X 1100 Barrier Screen Fireguard,"",each,62.8636,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF61200,600 X 1200 Barrier Screen Fireguard,"",each,60.7364,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF61300,600 X 1300 Barrier Screen Fireguard,"",each,63.4091,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF61400,600 X 1400 Barrier Screen Fireguard,"",each,66.0818,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF61500,600 X 1500 Barrier Screen Fireguard,"",each,68.7636,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF7300,700 X 300 Barrier Screen Fireguard,"",each,37.9909,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF7400,700 X 400 Barrier Screen Fireguard,"",each,41.3818,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF7500,700 X 500 Barrier Screen Fireguard,"",each,44.3909,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF7600,700 X 600 Barrier Screen Fireguard,"",each,47.3909,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF7700,700 X 700 Barrier Screen Fireguard,"",each,50.4,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF7800,700 X 800 Barrier Screen Fireguard,"",each,53.4091,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF7900,700 X 900 Barrier Screen Fireguard,"",each,56.4091,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF71000,700 X 1000 Barrier Screen Fireguard,"",each,59.4182,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF71100,700 X 1100 Barrier Screen Fireguard,"",each,62.4273,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF71200,700 X 1200 Barrier Screen Fireguard,"",each,65.4364,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF71300,700 X 1300 Barrier Screen Fireguard,"",each,68.4364,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF71400,700 X 1400 Barrier Screen Fireguard,"",each,71.4545,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF71500,700 X 1500 Barrier Screen Fireguard,"",each,74.4636,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF8300,800 X 300 Barrier Screen Fireguard,"",each,39.6636,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF8400,800 X 400 Barrier Screen Fireguard,"",each,43.3818,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF8500,800 X 500 Barrier Screen Fireguard,"",each,46.7182,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF8600,800 X 600 Barrier Screen Fireguard,"",each,50.0727,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF8700,800 X 700 Barrier Screen Fireguard,"",each,53.4091,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF8900,800 X 900 Barrier Screen Fireguard,"",each,60.1,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF81000,800 X 1000 Barrier Screen Fireguard,"",each,63.4364,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF81100,800 X 1100 Barrier Screen Fireguard,"",each,66.7818,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF81200,800 X 1200 Barrier Screen Fireguard,"",each,70.1273,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF81300,800 X 1300 Barrier Screen Fireguard,"",each,73.4727,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF81400,800 X 1400 Barrier Screen Fireguard,"",each,76.8091,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF81500,800 X 1500 Barrier Screen Fireguard,"",each,80.1636,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF8800,800 X 800 Barrier Screen Fireguard,"",each,56.7545,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF9300,900 X 300 Barrier Screen Fireguard,"",each,47.5818,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF9400,900 X 400 Barrier Screen Fireguard,"",each,45.3818,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF9500,900 X 500 Barrier Screen Fireguard,"",each,60.3909,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF9600,900 X 600 Barrier Screen Fireguard,"",each,57.0909,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF9700,900 X 700 Barrier Screen Fireguard,"",each,56.4182,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF9800,900 X 800 Barrier Screen Fireguard,"",each,65.0636,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF9900,900 X 900 Barrier Screen Fireguard,"",each,69.0364,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF91000,900 X 1000 Barrier Screen Fireguard,"",each,67.4636,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF91100,900 X 1100 Barrier Screen Fireguard,"",each,71.1364,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF91200,900 X 1200 Barrier Screen Fireguard,"",each,80.9909,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF91300,900 X 1300 Barrier Screen Fireguard,"",each,78.5,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF91400,900 X 1400 Barrier Screen Fireguard,"",each,82.1818,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF91500,900 X 1500 Barrier Screen Fireguard,"",each,85.8636,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
FS62400,600 X 2400 Fly Screen,"",Each,30.4545,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF10300,1000 X 300 Barrier Screen Fireguard,"",each,46.5364,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
BSF10400,1000 X 400 Barrier Screen Fireguard,"",each,47.3818,Lovering Installations QLD,"","",true,false,2025-11-04 01:40:10 UTC
